squareMeters,numberOfRooms,hasYard,hasPool,floors,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
45248,6,1,1,99,9,2008,0,1,5903,408,1,"$4,540,276.80"
25176,9,0,1,80,8,1997,0,0,4908,916,1,"$2,522,970.70"
63065,7,1,0,20,9,1996,0,1,1468,564,0,"$6,311,962.60"
78613,3,0,0,35,5,1996,0,0,8045,801,0,"$7,863,369.60"
77117,10,1,1,69,9,2012,0,1,2503,312,1,"$7,720,395.20"
72381,5,0,1,20,3,2010,0,0,2130,256,0,"$7,242,040.00"
90193,3,1,1,3,10,2000,0,1,5262,675,0,"$9,024,029.00"
82226,5,1,0,29,10,2014,1,0,1354,884,1,"$8,227,563.40"
98768,9,0,1,11,8,1990,0,0,6321,165,0,"$9,879,363.00"
78972,6,1,0,70,2,2004,1,1,7448,849,1,"$7,904,128.40"
40345,5,0,0,22,7,2011,1,1,131,495,0,"$4,037,269.10"
72254,1,0,0,78,9,2011,1,0,3986,531,0,"$7,233,115.10"
57944,9,1,0,78,6,2011,0,1,2693,414,1,"$5,802,614.10"
61632,8,0,0,69,2,2000,0,0,9732,849,1,"$6,168,699.00"
78797,7,0,0,54,8,2014,1,0,4633,138,0,"$7,884,093.40"
20001,4,0,1,54,6,2003,1,1,6976,876,0,"$2,004,766.30"
88591,2,1,1,93,10,1998,1,1,4000,697,1,"$8,873,534.80"
40378,6,1,1,26,1,2019,1,1,3836,319,1,"$4,046,345.90"
67498,4,1,1,21,4,2007,1,0,2571,849,1,"$6,753,907.70"
92002,5,0,0,64,8,2011,1,1,7791,286,0,"$9,201,705.10"
32115,5,1,0,41,10,2000,1,0,1540,694,1,"$3,214,734.00"
7490,4,1,1,98,3,2002,0,0,5403,897,1,"$765,190.20"
64164,10,1,1,49,2,2016,1,0,6643,273,1,"$6,427,021.60"
11685,8,1,0,13,6,1993,0,1,362,299,0,"$1,173,785.30"
91967,8,0,0,44,5,1998,0,1,6259,513,1,"$9,198,819.80"
604,3,1,1,73,10,1995,1,1,1599,920,1,"$71,712.50"
58108,4,0,0,80,4,2013,0,0,5339,219,0,"$5,818,911.30"
41048,8,0,0,31,2,2021,0,0,8533,345,0,"$4,107,100.10"
69513,4,1,0,75,2,2005,0,0,8366,941,0,"$6,958,375.50"
17040,7,1,0,55,1,2019,1,1,5811,397,0,"$1,709,341.90"
59050,7,1,1,74,5,2001,0,1,6208,965,1,"$5,914,478.10"
25870,7,1,1,3,2,2012,1,1,8108,339,1,"$2,590,169.20"
69174,6,0,1,94,4,2008,0,0,923,177,1,"$6,929,833.80"
95273,9,1,1,45,9,1994,0,1,34,350,0,"$9,537,187.40"
42264,2,0,1,66,8,2017,0,0,7961,238,0,"$4,231,907.70"
844,4,1,1,82,3,2020,0,1,9680,164,1,"$98,546.00"
31350,6,0,0,11,6,2013,0,0,6125,259,1,"$3,136,370.30"
61942,6,1,0,18,3,2011,0,0,5968,143,0,"$6,197,760.10"
37164,3,1,0,38,10,2001,1,1,3819,951,0,"$3,721,736.10"
35985,5,1,1,51,10,1997,0,0,3953,430,0,"$3,610,020.70"
81222,10,0,0,100,4,2013,1,1,6390,452,0,"$8,129,951.30"
46068,9,1,0,43,4,2011,0,0,3647,870,1,"$4,614,136.10"
47824,10,0,0,12,7,1993,0,1,9562,793,1,"$4,784,201.30"
65308,6,1,0,75,7,2003,0,1,3714,698,0,"$6,535,120.30"
99885,3,0,0,5,3,2001,0,1,2965,362,0,"$9,989,210.10"
429,5,1,1,29,5,2011,0,1,2561,780,1,"$53,940.10"
25224,6,0,1,48,10,1996,0,0,2106,759,0,"$2,529,744.60"
47563,7,1,0,55,4,1990,1,1,931,374,1,"$4,765,002.00"
78037,7,1,1,65,4,1998,0,1,2500,924,0,"$7,811,853.80"
63026,3,1,1,7,4,2004,1,0,349,872,0,"$6,307,284.40"
79830,3,1,1,20,4,2006,0,1,7666,476,1,"$7,989,770.60"
11826,9,1,0,17,9,1991,0,1,9373,662,0,"$1,186,605.10"
52178,1,1,0,96,7,2018,0,0,4680,332,0,"$5,228,450.80"
50418,3,0,0,81,4,2005,1,1,5888,801,0,"$5,049,859.50"
53434,1,0,0,90,2,2019,0,1,7719,354,1,"$5,346,181.90"
76383,6,1,0,22,9,2011,0,0,7668,211,0,"$7,641,724.10"
67985,3,0,0,92,6,2011,1,0,141,263,0,"$6,802,989.10"
54780,1,0,1,3,6,2017,1,1,2957,704,1,"$5,480,478.70"
50121,6,0,1,74,7,1996,1,0,4289,455,0,"$5,020,674.60"
44064,2,0,1,55,4,2021,0,1,10000,711,1,"$4,413,732.10"
28481,1,1,1,6,5,2013,0,0,3397,778,1,"$2,854,717.30"
47831,5,1,0,6,10,2012,1,0,2538,976,1,"$4,786,864.20"
46211,10,1,0,77,5,2003,1,1,6159,776,0,"$4,629,859.30"
32250,6,0,1,94,3,2001,0,0,5313,676,1,"$3,236,484.10"
58958,3,1,0,42,1,1997,1,1,7832,914,0,"$5,903,746.70"
17786,10,1,1,38,5,2012,1,0,9748,679,0,"$1,784,679.20"
6284,1,1,0,21,4,2016,0,1,1898,768,0,"$631,188.60"
59615,7,1,0,8,7,1990,0,0,6028,746,1,"$5,963,967.00"
48577,9,1,0,20,7,2017,0,0,2025,681,1,"$4,862,984.70"
66859,4,0,0,47,9,1998,0,1,8306,159,0,"$6,688,391.80"
53381,7,0,0,19,10,1991,0,0,3504,204,0,"$5,339,727.10"
45580,3,1,1,100,6,2015,0,1,2481,439,0,"$4,569,449.50"
25440,6,0,1,12,2,1991,0,0,959,345,0,"$2,549,452.10"
31598,6,1,0,39,9,1999,0,0,7048,710,1,"$3,165,856.90"
23073,9,0,1,93,6,2021,0,0,2764,795,1,"$2,310,872.10"
59049,10,0,0,91,5,2008,1,0,7928,746,0,"$5,910,896.80"
93674,6,0,1,75,3,1999,0,1,5736,821,0,"$9,375,903.90"
76446,8,1,1,29,7,2021,0,1,8752,987,0,"$7,651,735.10"
41926,5,1,0,89,9,2015,0,1,2806,102,1,"$4,198,279.50"
80976,1,1,0,55,7,2010,0,0,4642,788,1,"$8,102,795.00"
11470,2,0,0,25,8,1996,0,0,6048,420,0,"$1,148,699.60"
79723,7,0,1,17,7,2021,1,1,6409,940,1,"$7,976,910.10"
34838,8,1,1,95,8,2012,0,1,127,132,1,"$3,490,058.20"
28303,3,0,0,29,9,1996,0,1,4559,377,1,"$2,833,274.60"
93490,2,1,1,15,9,2012,0,0,8138,350,0,"$9,355,490.20"
17950,3,0,1,69,10,1996,1,0,1925,910,0,"$1,802,294.60"
388,5,1,0,51,9,1998,1,0,1071,937,0,"$44,847.80"
2739,6,1,0,57,6,1992,1,1,6996,597,0,"$277,462.20"
7603,7,0,0,56,8,1999,0,0,131,604,0,"$763,363.90"
15555,2,1,1,8,4,2018,1,1,1635,647,0,"$1,564,014.80"
78847,10,1,0,30,8,2005,1,0,4919,424,0,"$7,888,002.50"
30596,5,0,1,69,9,1998,1,0,6656,579,0,"$3,063,030.80"
37395,4,0,0,19,7,2018,0,1,610,912,1,"$3,741,187.80"
27918,6,0,1,71,1,2016,0,1,6322,222,0,"$2,798,713.60"
43789,7,0,1,1,5,2007,0,1,3713,998,1,"$4,383,378.70"
15728,7,1,0,12,8,2017,1,0,3436,253,0,"$1,577,515.70"
74409,7,0,1,56,10,2000,0,1,5850,592,0,"$7,447,750.00"
29114,5,1,1,12,9,1994,0,0,3591,799,1,"$2,919,917.40"
99539,1,0,1,75,9,2021,1,0,5552,919,1,"$9,963,045.10"
73748,3,0,0,72,9,2001,1,1,6305,930,1,"$7,382,612.10"
64273,9,1,0,14,6,2003,1,0,2525,463,1,"$6,433,844.30"
83405,9,0,0,86,2,2000,1,1,5515,550,1,"$8,347,406.00"
48652,7,0,0,5,2,1992,1,0,402,468,0,"$4,866,264.20"
53034,3,1,1,52,8,2012,1,1,5609,295,1,"$5,312,035.20"
67294,2,1,0,83,5,2016,1,0,8838,627,1,"$6,737,871.60"
6940,2,0,0,17,9,2014,0,0,1437,253,0,"$695,809.40"
74857,3,0,1,55,5,2011,1,0,5220,326,1,"$7,495,795.10"
23365,10,1,1,53,1,2016,1,1,8296,697,0,"$2,343,955.60"
53591,6,1,0,66,7,2008,0,1,3909,804,1,"$5,365,278.80"
13612,4,1,0,29,1,2009,0,1,2371,955,1,"$1,367,128.90"
63189,1,0,0,1,1,2004,1,1,3048,791,0,"$6,319,752.40"
43441,2,0,1,45,10,2000,1,1,2301,954,1,"$4,349,056.00"
3995,3,0,1,56,1,1991,0,1,6351,511,1,"$406,628.10"
43133,4,1,0,68,7,2016,1,0,2255,214,0,"$4,321,653.60"
90323,1,0,0,95,6,1999,1,0,1823,964,0,"$9,037,654.90"
50164,8,0,1,17,6,1995,1,0,5797,454,1,"$5,022,955.50"
38713,9,1,0,13,7,2002,1,1,253,463,1,"$3,876,407.20"
5140,2,0,0,83,2,2006,1,1,3465,882,1,"$515,580.60"
64827,5,1,1,54,6,1999,1,1,8197,690,0,"$6,491,283.90"
34956,4,1,1,93,8,2003,1,1,7769,849,0,"$3,508,101.30"
87810,7,1,0,76,4,2015,1,1,805,488,0,"$8,793,955.50"
46349,6,0,0,24,9,2005,1,0,8950,131,1,"$4,636,590.50"
96704,9,0,0,61,9,2009,1,1,6136,824,1,"$9,672,864.90"
57314,8,0,0,60,7,2011,0,1,5477,681,0,"$5,733,991.10"
42421,5,1,0,24,8,2021,0,1,86,521,0,"$4,246,970.10"
36442,9,1,0,78,4,2019,0,1,1040,293,1,"$3,653,630.90"
46301,5,0,0,57,7,1991,1,0,7625,483,0,"$4,631,982.10"
13522,6,0,0,74,10,2021,0,1,2985,161,1,"$1,354,750.10"
83088,7,0,0,64,4,2004,0,1,2405,457,1,"$8,315,132.40"
18019,3,0,0,17,6,2006,0,1,5047,911,1,"$1,803,675.60"
29637,10,1,0,80,9,1998,0,0,9015,303,0,"$2,973,981.80"
88231,4,1,0,31,8,2009,0,1,4448,704,1,"$8,827,270.90"
99478,9,1,0,12,1,2013,1,0,5259,260,0,"$9,953,158.30"
25207,1,0,1,25,6,1997,1,0,4,930,0,"$2,527,273.70"
89622,5,0,0,40,5,2017,0,1,2864,607,1,"$8,965,091.70"
35082,6,1,1,52,6,1990,1,1,6916,148,0,"$3,516,840.00"
91104,3,0,1,25,5,1991,0,0,5289,825,1,"$9,116,835.10"
68046,3,1,0,80,10,1997,1,1,1353,366,1,"$6,818,141.70"
32604,10,1,0,38,5,2009,0,1,2030,135,0,"$3,263,791.90"
65825,3,0,0,45,2,2007,0,0,4711,311,0,"$6,586,250.70"
61543,5,0,1,11,4,2017,1,0,3733,614,0,"$6,158,002.70"
25004,10,0,0,56,1,2019,1,0,8370,888,0,"$2,506,029.90"
41524,5,1,1,97,7,2016,1,1,3636,509,0,"$4,163,553.60"
32602,8,1,0,43,2,1996,0,0,9723,664,0,"$3,267,427.60"
17648,4,0,0,11,1,2012,1,1,7702,540,1,"$1,765,902.20"
7935,7,0,0,93,4,2010,0,1,2492,628,1,"$803,701.00"
11498,2,0,1,41,2,2009,1,0,4035,699,0,"$1,154,978.90"
69482,1,1,0,94,1,2012,1,0,7285,751,0,"$6,957,177.20"
61647,9,1,0,43,10,2019,1,0,1313,803,0,"$6,172,515.90"
87500,5,1,0,1,4,2013,0,0,4042,120,0,"$8,754,886.30"
14878,10,0,1,18,10,2012,1,1,436,650,0,"$1,491,712.20"
43872,3,1,1,95,9,1993,1,0,1295,599,0,"$4,402,358.30"
8413,8,0,1,88,9,2002,0,1,2918,446,0,"$849,213.20"
44120,5,0,1,66,1,1994,0,0,1680,342,1,"$4,420,400.40"
68528,7,1,0,78,1,1997,0,1,8731,418,1,"$6,864,016.70"
4293,10,0,1,87,3,2014,0,0,6852,723,0,"$438,335.40"
64013,5,0,0,59,8,2007,0,1,4357,261,1,"$6,404,986.70"
44911,10,0,0,56,6,2001,1,1,8835,559,1,"$4,495,840.10"
68647,10,0,0,31,2,2010,0,0,8784,730,0,"$6,867,106.00"
76256,10,0,1,32,7,2021,0,1,2887,178,0,"$7,631,297.10"
36417,3,0,1,70,10,2021,0,1,5756,721,0,"$3,650,549.10"
69901,10,1,0,28,5,2009,0,1,3492,833,1,"$6,996,565.90"
6478,1,0,1,33,6,1994,1,1,4780,905,0,"$652,595.40"
69242,1,0,1,83,9,2014,1,1,772,153,0,"$6,936,087.40"
31601,8,0,0,35,1,2018,1,1,6203,678,0,"$3,163,556.80"
50294,10,0,1,64,2,2006,1,0,7052,959,0,"$5,034,657.60"
255,1,1,1,77,2,2015,1,0,2522,776,0,"$34,291.50"
27060,9,0,0,90,7,2007,1,1,6939,570,0,"$2,710,700.70"
43140,6,1,1,53,10,1992,1,1,3056,743,0,"$4,322,399.20"
63717,5,0,0,89,6,2011,1,0,4419,221,0,"$6,379,454.10"
40310,6,1,1,52,8,2006,1,1,1295,654,1,"$4,041,851.60"
8904,8,1,1,37,9,2016,0,0,173,120,0,"$895,624.60"
90633,3,1,1,81,1,2006,0,0,650,206,0,"$9,072,944.60"
6570,7,1,0,81,10,2018,1,0,5696,894,1,"$667,494.80"
3011,4,1,0,42,8,2020,0,1,7963,185,0,"$305,014.00"
16251,2,1,0,71,2,2000,0,1,260,945,1,"$1,629,387.00"
72165,10,0,0,22,3,2004,0,0,9444,975,1,"$7,218,838.40"
2005,7,0,1,67,1,1997,1,1,8149,600,1,"$207,531.70"
18240,6,0,0,98,9,2018,0,1,7451,311,0,"$1,828,031.80"
16006,9,1,0,44,6,2005,1,1,3094,242,1,"$1,606,780.50"
22333,3,1,1,34,4,2002,0,0,3017,868,0,"$2,245,486.20"
89742,2,0,0,29,2,2007,1,1,6349,640,1,"$8,976,777.70"
10966,6,0,1,10,5,1997,0,1,7420,439,1,"$1,101,642.70"
47148,9,0,1,78,6,2013,1,1,2426,662,1,"$4,721,381.30"
93622,6,0,0,13,6,2012,0,1,6525,111,0,"$9,363,558.20"
44854,7,1,0,79,7,1997,1,1,5217,385,0,"$4,489,439.70"
92684,5,1,1,64,5,2013,1,1,5647,419,0,"$9,278,413.30"
38964,9,0,1,56,5,2021,0,1,2594,494,1,"$3,902,450.10"
90703,4,0,1,15,5,2002,1,0,96,192,1,"$9,072,785.20"
81247,2,0,1,14,10,2002,0,1,3176,377,1,"$8,127,330.20"
42655,1,0,0,93,8,1994,0,1,7108,198,1,"$4,272,845.40"
19602,1,1,0,89,4,1995,0,0,7095,509,0,"$1,972,327.50"
54706,7,1,0,18,7,2011,1,0,7260,585,1,"$5,476,681.10"
74133,9,1,0,92,7,1991,1,0,7539,250,0,"$7,424,902.10"
32165,4,0,0,80,9,2018,1,0,9861,592,0,"$3,219,111.80"
15262,10,0,1,72,7,2005,0,1,6000,884,0,"$1,531,236.50"
34819,5,0,1,85,8,1990,0,1,134,773,0,"$3,488,144.00"
93896,3,1,1,80,3,2004,0,1,6885,301,0,"$9,401,076.40"
62414,5,0,0,77,4,1997,1,1,1717,492,1,"$6,250,022.70"
70873,3,0,0,38,5,1997,0,1,5238,560,0,"$7,089,697.70"
371,2,1,0,96,2,2008,1,0,2383,642,1,"$45,524.80"
16326,6,0,1,23,1,2020,0,1,7780,320,1,"$1,638,783.00"
33628,8,0,0,43,9,2014,1,1,9961,166,0,"$3,367,900.40"
41845,8,1,0,61,6,1992,0,0,5440,407,0,"$4,191,538.20"
26814,3,1,1,69,6,2020,1,1,8582,969,1,"$2,689,533.00"
68974,8,0,1,52,8,2005,1,0,9349,765,0,"$6,904,810.50"
16873,10,1,0,61,7,2000,0,0,1738,792,0,"$1,691,487.00"
38513,7,1,0,8,3,2013,0,0,4811,399,0,"$3,853,759.30"
82959,8,0,0,20,1,2011,0,0,7319,348,0,"$8,298,011.10"
14029,1,1,0,12,5,2010,1,0,7523,110,0,"$1,408,596.00"
97985,3,0,1,49,3,2020,0,0,2461,584,1,"$9,804,383.00"
4332,1,1,1,23,7,2018,1,0,9996,965,0,"$440,601.80"
74436,2,1,0,37,1,1992,1,0,9611,249,0,"$7,450,183.20"
79572,9,0,0,7,1,2005,0,0,229,135,0,"$7,958,075.50"
7038,9,1,1,41,1,2019,1,0,2452,877,0,"$708,802.90"
58869,10,1,1,59,10,1994,1,0,7058,850,1,"$5,896,012.40"
15967,4,1,0,89,9,2000,1,1,7274,863,1,"$1,605,306.00"
28792,1,0,1,83,2,2009,0,0,8758,206,1,"$2,885,914.90"
74037,1,1,0,94,3,2010,0,1,4204,916,1,"$7,413,723.00"
49104,7,0,0,39,5,1994,1,0,1091,166,0,"$4,913,428.40"
10250,4,0,0,1,8,2014,0,1,9105,259,1,"$1,025,802.40"
89708,1,1,0,72,10,2013,0,1,2592,456,1,"$8,978,292.30"
74885,8,1,1,48,1,2013,0,0,8924,918,1,"$7,499,296.30"
52887,4,0,1,30,6,1996,0,1,840,668,1,"$5,292,579.60"
17615,8,0,1,88,6,2008,1,0,7569,687,1,"$1,774,991.80"
10588,10,0,1,78,1,2015,1,1,2711,200,1,"$1,063,316.50"
72085,6,1,0,30,6,2001,0,0,7492,984,0,"$7,212,400.10"
48092,2,1,1,54,7,2009,1,1,2646,464,1,"$4,817,550.90"
44815,8,1,1,29,5,1997,0,1,7217,594,1,"$4,490,727.70"
94702,2,1,1,57,5,1999,0,1,1510,787,0,"$9,479,031.90"
19575,10,1,1,67,9,2009,1,1,7143,662,1,"$1,966,077.90"
78934,8,0,0,22,3,1996,0,0,6556,870,0,"$7,895,339.60"
99108,6,0,0,63,1,2001,1,0,9253,786,0,"$9,914,800.10"
38522,2,1,0,63,2,1990,0,0,6735,783,0,"$3,858,534.00"
10271,2,0,0,22,2,2018,0,0,8561,346,0,"$1,027,893.80"
605,7,1,0,35,9,2012,1,1,6370,242,1,"$66,663.20"
83698,6,1,0,13,9,1999,0,0,600,489,0,"$8,376,076.90"
8976,5,0,0,48,4,2007,0,1,1776,241,1,"$898,880.70"
71298,9,0,0,29,5,1998,0,0,2964,457,0,"$7,131,907.80"
76974,3,0,0,48,4,2014,0,0,8753,400,1,"$7,700,879.40"
96395,2,0,1,70,4,2016,0,1,7673,594,1,"$9,648,710.60"
20906,7,0,0,18,6,2004,0,1,2584,505,0,"$2,092,028.40"
42619,7,0,0,7,9,2005,0,1,5800,645,0,"$4,263,005.50"
19782,8,1,0,92,10,2000,1,1,3582,518,1,"$1,988,451.00"
1454,4,0,0,52,3,2006,1,1,3303,977,0,"$148,234.60"
63066,7,1,0,27,2,2003,1,1,587,608,1,"$6,313,110.30"
43912,3,0,0,88,7,1990,1,1,9333,944,0,"$4,396,083.00"
3121,6,1,0,85,1,2017,0,1,546,784,0,"$322,767.70"
22810,3,0,0,77,6,2004,1,0,1289,822,1,"$2,282,270.40"
1666,3,0,1,4,4,2015,1,0,9685,659,1,"$169,944.50"
32490,6,0,0,32,4,2006,0,1,1862,924,1,"$3,250,802.60"
19461,1,1,0,10,1,2021,0,0,9375,204,0,"$1,949,663.10"
38375,4,1,0,21,5,2002,1,0,1686,168,0,"$3,840,731.20"
86008,3,0,0,82,8,2015,0,1,8989,169,1,"$8,609,323.50"
2622,3,0,1,84,9,2018,1,0,5216,829,0,"$272,493.80"
79445,6,0,1,51,8,1990,0,0,414,381,0,"$7,948,637.00"
67370,3,1,0,28,3,2020,1,1,5096,331,0,"$6,742,167.00"
68590,6,0,1,82,1,2012,1,0,3966,538,0,"$6,871,144.20"
58980,6,1,1,82,1,2004,0,0,4627,452,1,"$5,914,784.40"
12389,2,1,1,48,2,2018,1,0,6033,161,1,"$1,247,818.80"
90151,3,1,1,79,3,2012,0,1,1784,682,1,"$9,022,486.20"
37846,5,0,1,54,7,1991,0,1,934,558,1,"$3,790,981.10"
93187,6,1,0,9,4,2016,1,1,7207,840,1,"$9,324,088.60"
66592,7,1,0,92,7,1996,0,0,484,992,1,"$6,666,928.60"
11644,2,1,0,50,8,2008,1,0,2899,625,1,"$1,166,984.80"
42167,5,1,0,80,3,2009,0,1,1456,923,1,"$4,221,684.90"
30458,1,0,1,43,10,1994,0,0,2413,821,0,"$3,051,295.40"
235,1,0,0,68,6,2005,0,0,6355,743,0,"$28,656.50"
23892,6,0,0,14,5,2012,1,0,8271,330,0,"$2,390,553.20"
15621,2,1,0,29,5,2004,1,0,3343,865,1,"$1,566,732.40"
22716,2,0,0,36,3,2013,0,0,2979,998,1,"$2,272,979.30"
82859,10,1,0,12,10,1998,0,1,6484,153,0,"$8,291,287.80"
73838,1,1,1,63,9,2009,1,1,2945,899,1,"$7,396,303.90"
15064,1,1,1,1,4,2001,0,1,7518,738,0,"$1,512,799.10"
2848,10,1,1,70,3,2005,1,0,9307,900,0,"$293,779.50"
94867,10,0,1,53,9,1999,1,1,8112,114,1,"$9,494,401.90"
62037,5,0,1,72,5,1992,1,1,5891,638,1,"$6,213,106.20"
96906,3,0,1,35,10,2020,0,1,7788,612,1,"$9,697,498.00"
92877,6,0,0,94,4,2006,0,0,4652,873,1,"$9,293,132.60"
88652,2,1,0,36,2,2008,1,1,2119,713,0,"$8,873,177.80"
89178,5,0,0,89,8,1997,1,1,4196,530,0,"$8,926,770.70"
30863,10,0,1,34,9,2015,0,0,4411,273,1,"$3,089,420.50"
98755,4,0,1,12,2,2014,0,1,578,273,0,"$9,880,422.40"
34195,2,1,1,79,6,2005,0,0,4813,398,0,"$3,428,702.50"
4537,2,0,0,48,2,2016,0,0,8239,620,0,"$456,361.60"
73177,4,1,0,5,6,2011,1,1,695,819,1,"$7,321,281.10"
13969,6,0,0,23,6,2013,0,0,9527,962,0,"$1,399,049.30"
62460,4,0,0,96,6,2003,1,0,9938,360,0,"$6,253,854.30"
24104,3,1,0,28,1,2008,0,0,560,697,0,"$2,417,754.80"
25892,7,0,0,99,4,2020,0,0,5495,739,1,"$2,593,267.00"
299,7,1,0,37,4,2021,0,1,2024,582,1,"$37,033.10"
15944,2,1,1,32,9,1993,1,0,6678,709,0,"$1,602,339.30"
90045,5,0,0,77,3,2008,1,0,8151,501,0,"$9,009,466.80"
37754,4,1,0,66,7,2016,1,0,5934,942,0,"$3,784,160.60"
46195,4,0,1,99,5,1997,1,1,6354,735,1,"$4,631,767.70"
91114,9,0,1,54,2,1990,0,1,6172,271,0,"$9,116,972.00"
82651,6,1,1,29,3,1990,1,1,6561,707,0,"$8,274,315.00"
47353,2,1,1,15,8,2011,0,0,2268,977,0,"$4,743,129.10"
25018,9,0,1,40,10,2007,1,0,8163,814,1,"$2,511,418.70"
10288,8,0,1,44,9,2016,1,1,5733,264,0,"$1,031,927.60"
57085,9,1,1,26,2,2004,1,0,8033,983,0,"$5,714,000.40"
62281,8,1,1,70,8,2010,1,1,1665,863,1,"$6,239,393.00"
75549,4,0,0,70,7,2005,1,0,6519,859,0,"$7,562,030.50"
11580,1,1,0,75,4,1999,0,1,8762,991,1,"$1,169,617.90"
45229,7,0,1,66,10,2004,0,1,5560,497,0,"$4,531,305.40"
44565,5,1,0,40,8,2005,0,1,8312,685,1,"$4,463,078.50"
1782,9,0,1,33,7,1998,1,1,4996,839,0,"$184,784.80"
97593,2,0,0,24,5,1995,1,1,5893,871,0,"$9,760,509.50"
37567,9,0,1,62,4,2010,0,1,2062,286,1,"$3,764,024.00"
91992,6,0,1,45,7,2015,0,1,2030,209,1,"$9,206,945.50"
92016,6,1,0,72,5,2008,0,0,2885,616,1,"$9,206,998.80"
47027,5,0,0,50,6,2017,0,1,5716,334,1,"$4,704,701.70"
35562,5,0,1,58,6,2001,0,0,6235,800,1,"$3,560,786.10"
68162,3,0,1,98,7,2020,0,1,5490,292,0,"$6,825,255.00"
30830,7,1,1,49,1,2000,1,0,6207,745,0,"$3,090,623.00"
77776,5,0,0,7,6,2010,0,0,5333,186,1,"$7,778,582.00"
53818,2,0,0,44,10,1999,0,0,1743,416,0,"$5,386,139.90"
73917,10,1,0,91,10,1990,1,0,9524,816,1,"$7,405,490.00"
92675,2,1,1,9,2,2017,0,0,9383,664,1,"$9,274,886.70"
70159,3,0,1,74,10,2019,0,0,6333,985,0,"$7,019,489.90"
74810,3,1,0,97,6,2017,1,1,6040,150,1,"$7,492,753.70"
63891,1,1,1,24,2,2020,1,0,7812,171,1,"$6,398,575.00"
10601,4,0,1,7,7,2021,0,0,6574,892,1,"$1,062,664.10"
85375,2,0,0,32,6,2014,1,1,680,634,1,"$8,541,495.40"
2559,7,1,0,51,6,2017,0,0,6182,895,0,"$264,370.70"
18101,10,1,1,97,4,1992,1,1,8163,377,0,"$1,824,739.20"
44429,9,0,0,58,1,2016,0,0,3623,196,1,"$4,447,469.60"
87780,2,1,1,33,1,1999,1,1,1723,217,1,"$8,787,571.90"
42277,1,1,1,57,4,2020,1,0,8953,262,0,"$4,232,611.00"
14447,5,1,0,94,9,1991,1,1,7976,850,0,"$1,458,693.10"
33205,6,1,0,68,6,2000,1,0,9328,338,1,"$3,327,752.00"
52132,10,0,0,65,10,1999,0,0,5211,105,1,"$5,216,554.90"
39549,1,1,0,7,8,1992,0,1,3947,533,1,"$3,959,426.20"
60514,4,0,1,14,9,1992,1,1,5690,114,0,"$6,057,452.20"
93499,4,1,1,41,8,2006,0,0,3038,253,0,"$9,357,814.60"
50241,1,1,0,57,6,2001,0,1,4696,497,0,"$5,029,855.10"
28915,10,1,0,35,9,2014,0,0,4680,336,0,"$2,896,715.40"
46790,1,0,0,18,5,2013,1,0,6605,275,1,"$4,681,489.30"
98780,4,1,1,53,3,1990,0,1,1210,700,1,"$9,886,719.00"
58362,2,1,1,23,9,2015,0,0,2303,486,0,"$5,846,004.50"
11928,3,0,0,61,6,2015,0,1,733,516,1,"$1,198,963.50"
41840,9,0,0,60,6,2011,0,0,7675,882,1,"$4,185,921.10"
27538,7,1,0,82,4,2019,1,0,3849,496,1,"$2,758,284.90"
44438,6,1,0,93,4,2014,1,1,6716,918,0,"$4,450,823.40"
12373,5,1,0,59,1,1994,0,1,3868,823,0,"$1,245,235.40"
3206,6,1,0,72,7,1990,0,0,8185,343,1,"$331,095.00"
14993,3,0,0,80,6,2020,0,1,5003,765,0,"$1,501,072.00"
72945,9,0,1,75,10,2003,1,1,7783,678,0,"$7,305,011.30"
74810,2,0,1,94,3,2013,1,0,417,299,1,"$7,489,966.30"
1300,10,1,0,71,7,2009,0,1,5233,988,0,"$134,967.90"
11303,5,1,1,62,2,2011,1,1,6126,179,1,"$1,140,133.10"
67724,9,1,0,81,6,1995,0,1,921,128,0,"$6,779,991.50"
34195,8,1,1,95,5,1992,0,1,8370,128,0,"$3,435,606.20"
57806,6,1,1,47,1,2001,1,1,1667,431,0,"$5,790,410.10"
57722,8,1,1,69,10,2020,1,1,5689,518,1,"$5,785,132.00"
62094,7,0,0,92,1,2010,0,0,2454,221,0,"$6,218,641.00"
99148,9,1,0,55,6,2021,0,0,2803,137,1,"$9,918,736.10"
89512,3,0,1,87,9,2001,1,1,6147,131,1,"$8,960,225.10"
57210,3,1,0,49,2,2000,0,1,4533,710,1,"$5,728,623.00"
46336,8,1,1,3,6,2009,0,1,2133,799,1,"$4,643,781.90"
56145,9,1,1,37,7,2006,0,0,9251,717,1,"$5,617,752.60"
13494,2,1,0,88,9,1991,0,0,927,879,1,"$1,355,903.10"
79002,5,0,0,11,3,1991,0,0,5981,745,0,"$7,900,697.10"
58208,4,1,1,90,2,2020,1,0,8172,745,1,"$5,831,806.00"
71474,8,1,0,35,8,2018,1,0,4363,442,1,"$7,152,718.80"
98209,5,1,0,67,8,2012,1,1,4714,768,1,"$9,826,484.20"
41226,9,0,0,22,4,1995,1,1,2851,681,1,"$4,125,343.50"
35122,3,0,0,43,4,2001,1,0,2087,112,0,"$3,515,208.10"
52220,6,1,0,19,5,1994,0,1,7794,217,1,"$5,226,840.40"
